log_id,file_path,platform,error_category,build_number,timestamp
jenkins_dependency_error_970,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_dependency_error_970.txt,jenkins,dependency_error,970,2025-10-30T21:44:30.849699
github-actions_network_error_567,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_network_error_567.txt,github-actions,network_error,567,2025-10-30T21:44:30.852410
github-actions_environment_error_381,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_environment_error_381.txt,github-actions,environment_error,381,2025-10-30T21:44:30.852205
gitlab-ci_test_failure_934,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_test_failure_934.txt,gitlab-ci,test_failure,934,2025-10-30T21:44:30.851595
github-actions_timeout_975,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_timeout_975.txt,github-actions,timeout,975,2025-10-30T21:44:30.852065
gitlab-ci_test_failure_247,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_test_failure_247.txt,gitlab-ci,test_failure,247,2025-10-30T21:44:30.851064
github-actions_syntax_error_928,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_syntax_error_928.txt,github-actions,syntax_error,928,2025-10-30T21:44:30.851015
jenkins_environment_error_377,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_environment_error_377.txt,jenkins,environment_error,377,2025-10-30T21:44:30.852372
jenkins_timeout_469,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_timeout_469.txt,jenkins,timeout,469,2025-10-30T21:44:30.851861
gitlab-ci_dependency_error_162,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_dependency_error_162.txt,gitlab-ci,dependency_error,162,2025-10-30T21:44:30.849673
jenkins_test_failure_689,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_test_failure_689.txt,jenkins,test_failure,689,2025-10-30T21:44:30.851292
github-actions_test_failure_613,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_test_failure_613.txt,github-actions,test_failure,613,2025-10-30T21:44:30.851571
gitlab-ci_permission_error_735,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_permission_error_735.txt,gitlab-ci,permission_error,735,2025-10-30T21:44:30.852623
jenkins_permission_error_646,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_permission_error_646.txt,jenkins,permission_error,646,2025-10-30T21:44:30.852564
jenkins_test_failure_153,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_test_failure_153.txt,jenkins,test_failure,153,2025-10-30T21:44:30.851327
github-actions_environment_error_507,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_environment_error_507.txt,github-actions,environment_error,507,2025-10-30T21:44:30.852280
jenkins_syntax_error_30,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_syntax_error_30.txt,jenkins,syntax_error,30,2025-10-30T21:44:30.850678
jenkins_test_failure_794,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_test_failure_794.txt,jenkins,test_failure,794,2025-10-30T21:44:30.851159
github-actions_syntax_error_320,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_syntax_error_320.txt,github-actions,syntax_error,320,2025-10-30T21:44:30.850698
github-actions_test_failure_630,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_test_failure_630.txt,github-actions,test_failure,630,2025-10-30T21:44:30.851125
gitlab-ci_syntax_error_798,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_syntax_error_798.txt,gitlab-ci,syntax_error,798,2025-10-30T21:44:30.850826
jenkins_environment_error_729,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_environment_error_729.txt,jenkins,environment_error,729,2025-10-30T21:44:30.852145
gitlab-ci_syntax_error_347,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_syntax_error_347.txt,gitlab-ci,syntax_error,347,2025-10-30T21:44:30.850411
github-actions_timeout_238,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_timeout_238.txt,github-actions,timeout,238,2025-10-30T21:44:30.851995
gitlab-ci_environment_error_869,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_environment_error_869.txt,gitlab-ci,environment_error,869,2025-10-30T21:44:30.852272
jenkins_syntax_error_468,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_syntax_error_468.txt,jenkins,syntax_error,468,2025-10-30T21:44:30.850462
gitlab-ci_permission_error_388,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_permission_error_388.txt,gitlab-ci,permission_error,388,2025-10-30T21:44:30.852650
gitlab-ci_dependency_error_393,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_dependency_error_393.txt,gitlab-ci,dependency_error,393,2025-10-30T21:44:30.850020
jenkins_permission_error_829,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_permission_error_829.txt,jenkins,permission_error,829,2025-10-30T21:44:30.852527
gitlab-ci_network_error_251,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_network_error_251.txt,gitlab-ci,network_error,251,2025-10-30T21:44:30.852381
jenkins_dependency_error_164,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_dependency_error_164.txt,jenkins,dependency_error,164,2025-10-30T21:44:30.849895
gitlab-ci_dependency_error_594,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_dependency_error_594.txt,gitlab-ci,dependency_error,594,2025-10-30T21:44:30.849792
github-actions_test_failure_918,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_test_failure_918.txt,github-actions,test_failure,918,2025-10-30T21:44:30.851393
github-actions_environment_error_393,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_environment_error_393.txt,github-actions,environment_error,393,2025-10-30T21:44:30.852231
gitlab-ci_dependency_error_186,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_dependency_error_186.txt,gitlab-ci,dependency_error,186,2025-10-30T21:44:30.850297
jenkins_dependency_error_27,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_dependency_error_27.txt,jenkins,dependency_error,27,2025-10-30T21:44:30.850287
jenkins_dependency_error_245,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_dependency_error_245.txt,jenkins,dependency_error,245,2025-10-30T21:44:30.850080
gitlab-ci_environment_error_466,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_environment_error_466.txt,gitlab-ci,environment_error,466,2025-10-30T21:44:30.852161
gitlab-ci_dependency_error_229,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_dependency_error_229.txt,gitlab-ci,dependency_error,229,2025-10-30T21:44:30.849467
github-actions_environment_error_904,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_environment_error_904.txt,github-actions,environment_error,904,2025-10-30T21:44:30.852196
github-actions_dependency_error_963,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_dependency_error_963.txt,github-actions,dependency_error,963,2025-10-30T21:44:30.849950
jenkins_test_failure_38,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_test_failure_38.txt,jenkins,test_failure,38,2025-10-30T21:44:30.851089
gitlab-ci_timeout_702,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_timeout_702.txt,gitlab-ci,timeout,702,2025-10-30T21:44:30.852075
gitlab-ci_dependency_error_56,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_dependency_error_56.txt,gitlab-ci,dependency_error,56,2025-10-30T21:44:30.849751
jenkins_test_failure_249,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_test_failure_249.txt,jenkins,test_failure,249,2025-10-30T21:44:30.851616
github-actions_dependency_error_672,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_dependency_error_672.txt,github-actions,dependency_error,672,2025-10-30T21:44:30.849561
gitlab-ci_test_failure_477,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_test_failure_477.txt,gitlab-ci,test_failure,477,2025-10-30T21:44:30.851483
gitlab-ci_dependency_error_781,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_dependency_error_781.txt,gitlab-ci,dependency_error,781,2025-10-30T21:44:30.849688
github-actions_test_failure_403,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_test_failure_403.txt,github-actions,test_failure,403,2025-10-30T21:44:30.851550
gitlab-ci_dependency_error_958,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_dependency_error_958.txt,gitlab-ci,dependency_error,958,2025-10-30T21:44:30.849812
gitlab-ci_timeout_557,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_timeout_557.txt,gitlab-ci,timeout,557,2025-10-30T21:44:30.851926
github-actions_syntax_error_263,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_syntax_error_263.txt,github-actions,syntax_error,263,2025-10-30T21:44:30.850838
jenkins_dependency_error_285,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_dependency_error_285.txt,jenkins,dependency_error,285,2025-10-30T21:44:30.849500
jenkins_test_failure_671,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_test_failure_671.txt,jenkins,test_failure,671,2025-10-30T21:44:30.851673
gitlab-ci_timeout_13,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_timeout_13.txt,gitlab-ci,timeout,13,2025-10-30T21:44:30.851836
jenkins_syntax_error_698,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_syntax_error_698.txt,jenkins,syntax_error,698,2025-10-30T21:44:30.850851
github-actions_syntax_error_391,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_syntax_error_391.txt,github-actions,syntax_error,391,2025-10-30T21:44:30.850627
gitlab-ci_permission_error_971,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_permission_error_971.txt,gitlab-ci,permission_error,971,2025-10-30T21:44:30.852606
jenkins_dependency_error_870,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_dependency_error_870.txt,jenkins,dependency_error,870,2025-10-30T21:44:30.850110
gitlab-ci_syntax_error_348,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_syntax_error_348.txt,gitlab-ci,syntax_error,348,2025-10-30T21:44:30.850637
jenkins_test_failure_655,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_test_failure_655.txt,jenkins,test_failure,655,2025-10-30T21:44:30.851239
github-actions_timeout_101,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_timeout_101.txt,github-actions,timeout,101,2025-10-30T21:44:30.851943
github-actions_timeout_322,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_timeout_322.txt,github-actions,timeout,322,2025-10-30T21:44:30.851881
jenkins_environment_error_385,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_environment_error_385.txt,jenkins,environment_error,385,2025-10-30T21:44:30.852153
gitlab-ci_timeout_690,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_timeout_690.txt,gitlab-ci,timeout,690,2025-10-30T21:44:30.851908
github-actions_dependency_error_10,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_dependency_error_10.txt,github-actions,dependency_error,10,2025-10-30T21:44:30.849823
gitlab-ci_dependency_error_566,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_dependency_error_566.txt,gitlab-ci,dependency_error,566,2025-10-30T21:44:30.850247
github-actions_timeout_475,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_timeout_475.txt,github-actions,timeout,475,2025-10-30T21:44:30.851952
gitlab-ci_environment_error_89,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/gitlab-ci_environment_error_89.txt,gitlab-ci,environment_error,89,2025-10-30T21:44:30.852255
github-actions_syntax_error_647,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_syntax_error_647.txt,github-actions,syntax_error,647,2025-10-30T21:44:30.850422
jenkins_test_failure_331,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/jenkins_test_failure_331.txt,jenkins,test_failure,331,2025-10-30T21:44:30.851217
github-actions_syntax_error_896,/Users/mac/projects/Thesis/ai-logguard/data/synthetic_logs/logs/github-actions_syntax_error_896.txt,github-actions,syntax_error,896,2025-10-30T21:44:30.850400
