log_id,file_path,platform,error_category,build_number,timestamp
jenkins_test_failure_274,logs/jenkins_test_failure_274.txt,jenkins,test_failure,274,2025-10-30T21:44:30.851716
gitlab-ci_dependency_error_678,logs/gitlab-ci_dependency_error_678.txt,gitlab-ci,dependency_error,678,2025-10-30T21:44:30.849526
github-actions_test_failure_829,logs/github-actions_test_failure_829.txt,github-actions,test_failure,829,2025-10-30T21:44:30.851449
github-actions_dependency_error_76,logs/github-actions_dependency_error_76.txt,github-actions,dependency_error,76,2025-10-30T21:44:30.850218
jenkins_environment_error_657,logs/jenkins_environment_error_657.txt,jenkins,environment_error,657,2025-10-30T21:44:30.852239
jenkins_environment_error_729,logs/jenkins_environment_error_729.txt,jenkins,environment_error,729,2025-10-30T21:44:30.852145
jenkins_test_failure_249,logs/jenkins_test_failure_249.txt,jenkins,test_failure,249,2025-10-30T21:44:30.851616
github-actions_test_failure_141,logs/github-actions_test_failure_141.txt,github-actions,test_failure,141,2025-10-30T21:44:30.851147
jenkins_test_failure_689,logs/jenkins_test_failure_689.txt,jenkins,test_failure,689,2025-10-30T21:44:30.851292
github-actions_dependency_error_963,logs/github-actions_dependency_error_963.txt,github-actions,dependency_error,963,2025-10-30T21:44:30.849950
gitlab-ci_environment_error_869,logs/gitlab-ci_environment_error_869.txt,gitlab-ci,environment_error,869,2025-10-30T21:44:30.852272
gitlab-ci_timeout_702,logs/gitlab-ci_timeout_702.txt,gitlab-ci,timeout,702,2025-10-30T21:44:30.852075
jenkins_timeout_48,logs/jenkins_timeout_48.txt,jenkins,timeout,48,2025-10-30T21:44:30.851757
gitlab-ci_permission_error_984,logs/gitlab-ci_permission_error_984.txt,gitlab-ci,permission_error,984,2025-10-30T21:44:30.852632
jenkins_test_failure_327,logs/jenkins_test_failure_327.txt,jenkins,test_failure,327,2025-10-30T21:44:30.851582
github-actions_syntax_error_320,logs/github-actions_syntax_error_320.txt,github-actions,syntax_error,320,2025-10-30T21:44:30.850698
gitlab-ci_timeout_174,logs/gitlab-ci_timeout_174.txt,gitlab-ci,timeout,174,2025-10-30T21:44:30.851844
gitlab-ci_permission_error_388,logs/gitlab-ci_permission_error_388.txt,gitlab-ci,permission_error,388,2025-10-30T21:44:30.852650
github-actions_timeout_887,logs/github-actions_timeout_887.txt,github-actions,timeout,887,2025-10-30T21:44:30.852110
gitlab-ci_syntax_error_26,logs/gitlab-ci_syntax_error_26.txt,gitlab-ci,syntax_error,26,2025-10-30T21:44:30.850524
gitlab-ci_dependency_error_254,logs/gitlab-ci_dependency_error_254.txt,gitlab-ci,dependency_error,254,2025-10-30T21:44:30.849720
github-actions_permission_error_185,logs/github-actions_permission_error_185.txt,github-actions,permission_error,185,2025-10-30T21:44:30.852579
jenkins_syntax_error_272,logs/jenkins_syntax_error_272.txt,jenkins,syntax_error,272,2025-10-30T21:44:30.850593
github-actions_environment_error_81,logs/github-actions_environment_error_81.txt,github-actions,environment_error,81,2025-10-30T21:44:30.852321
github-actions_syntax_error_896,logs/github-actions_syntax_error_896.txt,github-actions,syntax_error,896,2025-10-30T21:44:30.850400
jenkins_syntax_error_264,logs/jenkins_syntax_error_264.txt,jenkins,syntax_error,264,2025-10-30T21:44:30.850504
jenkins_dependency_error_518,logs/jenkins_dependency_error_518.txt,jenkins,dependency_error,518,2025-10-30T21:44:30.849485
github-actions_test_failure_68,logs/github-actions_test_failure_68.txt,github-actions,test_failure,68,2025-10-30T21:44:30.851193
github-actions_environment_error_904,logs/github-actions_environment_error_904.txt,github-actions,environment_error,904,2025-10-30T21:44:30.852196
jenkins_dependency_error_639,logs/jenkins_dependency_error_639.txt,jenkins,dependency_error,639,2025-10-30T21:44:30.849939
gitlab-ci_environment_error_332,logs/gitlab-ci_environment_error_332.txt,gitlab-ci,environment_error,332,2025-10-30T21:44:30.852127
gitlab-ci_dependency_error_186,logs/gitlab-ci_dependency_error_186.txt,gitlab-ci,dependency_error,186,2025-10-30T21:44:30.850297
gitlab-ci_dependency_error_988,logs/gitlab-ci_dependency_error_988.txt,gitlab-ci,dependency_error,988,2025-10-30T21:44:30.850089
github-actions_dependency_error_338,logs/github-actions_dependency_error_338.txt,github-actions,dependency_error,338,2025-10-30T21:44:30.850308
jenkins_dependency_error_245,logs/jenkins_dependency_error_245.txt,jenkins,dependency_error,245,2025-10-30T21:44:30.850080
gitlab-ci_permission_error_971,logs/gitlab-ci_permission_error_971.txt,gitlab-ci,permission_error,971,2025-10-30T21:44:30.852606
jenkins_syntax_error_589,logs/jenkins_syntax_error_589.txt,jenkins,syntax_error,589,2025-10-30T21:44:30.851037
gitlab-ci_syntax_error_186,logs/gitlab-ci_syntax_error_186.txt,gitlab-ci,syntax_error,186,2025-10-30T21:44:30.850949
jenkins_permission_error_58,logs/jenkins_permission_error_58.txt,jenkins,permission_error,58,2025-10-30T21:44:30.852614
github-actions_timeout_804,logs/github-actions_timeout_804.txt,github-actions,timeout,804,2025-10-30T21:44:30.851970
github-actions_dependency_error_899,logs/github-actions_dependency_error_899.txt,github-actions,dependency_error,899,2025-10-30T21:44:30.849916
github-actions_timeout_803,logs/github-actions_timeout_803.txt,github-actions,timeout,803,2025-10-30T21:44:30.851793
jenkins_syntax_error_30,logs/jenkins_syntax_error_30.txt,jenkins,syntax_error,30,2025-10-30T21:44:30.850678
gitlab-ci_environment_error_957,logs/gitlab-ci_environment_error_957.txt,gitlab-ci,environment_error,957,2025-10-30T21:44:30.852288
gitlab-ci_syntax_error_347,logs/gitlab-ci_syntax_error_347.txt,gitlab-ci,syntax_error,347,2025-10-30T21:44:30.850411
gitlab-ci_test_failure_530,logs/gitlab-ci_test_failure_530.txt,gitlab-ci,test_failure,530,2025-10-30T21:44:30.851205
github-actions_timeout_475,logs/github-actions_timeout_475.txt,github-actions,timeout,475,2025-10-30T21:44:30.851952
jenkins_network_error_824,logs/jenkins_network_error_824.txt,jenkins,network_error,824,2025-10-30T21:44:30.852401
gitlab-ci_environment_error_466,logs/gitlab-ci_environment_error_466.txt,gitlab-ci,environment_error,466,2025-10-30T21:44:30.852161
gitlab-ci_dependency_error_162,logs/gitlab-ci_dependency_error_162.txt,gitlab-ci,dependency_error,162,2025-10-30T21:44:30.849673
github-actions_dependency_error_250,logs/github-actions_dependency_error_250.txt,github-actions,dependency_error,250,2025-10-30T21:44:30.850135
gitlab-ci_environment_error_672,logs/gitlab-ci_environment_error_672.txt,gitlab-ci,environment_error,672,2025-10-30T21:44:30.852213
gitlab-ci_permission_error_735,logs/gitlab-ci_permission_error_735.txt,gitlab-ci,permission_error,735,2025-10-30T21:44:30.852623
github-actions_timeout_975,logs/github-actions_timeout_975.txt,github-actions,timeout,975,2025-10-30T21:44:30.852065
github-actions_syntax_error_69,logs/github-actions_syntax_error_69.txt,github-actions,syntax_error,69,2025-10-30T21:44:30.850647
gitlab-ci_dependency_error_928,logs/gitlab-ci_dependency_error_928.txt,gitlab-ci,dependency_error,928,2025-10-30T21:44:30.849853
gitlab-ci_syntax_error_371,logs/gitlab-ci_syntax_error_371.txt,gitlab-ci,syntax_error,371,2025-10-30T21:44:30.850928
github-actions_timeout_238,logs/github-actions_timeout_238.txt,github-actions,timeout,238,2025-10-30T21:44:30.851995
github-actions_dependency_error_853,logs/github-actions_dependency_error_853.txt,github-actions,dependency_error,853,2025-10-30T21:44:30.850030
gitlab-ci_test_failure_934,logs/gitlab-ci_test_failure_934.txt,gitlab-ci,test_failure,934,2025-10-30T21:44:30.851595
jenkins_dependency_error_998,logs/jenkins_dependency_error_998.txt,jenkins,dependency_error,998,2025-10-30T21:44:30.849885
gitlab-ci_environment_error_89,logs/gitlab-ci_environment_error_89.txt,gitlab-ci,environment_error,89,2025-10-30T21:44:30.852255
github-actions_syntax_error_928,logs/github-actions_syntax_error_928.txt,github-actions,syntax_error,928,2025-10-30T21:44:30.851015
github-actions_syntax_error_990,logs/github-actions_syntax_error_990.txt,github-actions,syntax_error,990,2025-10-30T21:44:30.850973
github-actions_environment_error_716,logs/github-actions_environment_error_716.txt,github-actions,environment_error,716,2025-10-30T21:44:30.852330
jenkins_permission_error_134,logs/jenkins_permission_error_134.txt,jenkins,permission_error,134,2025-10-30T21:44:30.852518
github-actions_test_failure_613,logs/github-actions_test_failure_613.txt,github-actions,test_failure,613,2025-10-30T21:44:30.851571
gitlab-ci_timeout_13,logs/gitlab-ci_timeout_13.txt,gitlab-ci,timeout,13,2025-10-30T21:44:30.851836
gitlab-ci_timeout_101,logs/gitlab-ci_timeout_101.txt,gitlab-ci,timeout,101,2025-10-30T21:44:30.851784
github-actions_timeout_106,logs/github-actions_timeout_106.txt,github-actions,timeout,106,2025-10-30T21:44:30.851827
github-actions_timeout_587,logs/github-actions_timeout_587.txt,github-actions,timeout,587,2025-10-30T21:44:30.852092
github-actions_test_failure_65,logs/github-actions_test_failure_65.txt,github-actions,test_failure,65,2025-10-30T21:44:30.851076
github-actions_network_error_919,logs/github-actions_network_error_919.txt,github-actions,network_error,919,2025-10-30T21:44:30.852446
gitlab-ci_syntax_error_125,logs/gitlab-ci_syntax_error_125.txt,gitlab-ci,syntax_error,125,2025-10-30T21:44:30.851024
gitlab-ci_test_failure_157,logs/gitlab-ci_test_failure_157.txt,gitlab-ci,test_failure,157,2025-10-30T21:44:30.851494
jenkins_test_failure_885,logs/jenkins_test_failure_885.txt,jenkins,test_failure,885,2025-10-30T21:44:30.851270
github-actions_environment_error_751,logs/github-actions_environment_error_751.txt,github-actions,environment_error,751,2025-10-30T21:44:30.852355
github-actions_dependency_error_720,logs/github-actions_dependency_error_720.txt,github-actions,dependency_error,720,2025-10-30T21:44:30.850175
gitlab-ci_syntax_error_673,logs/gitlab-ci_syntax_error_673.txt,gitlab-ci,syntax_error,673,2025-10-30T21:44:30.850667
jenkins_environment_error_317,logs/jenkins_environment_error_317.txt,jenkins,environment_error,317,2025-10-30T21:44:30.852339
github-actions_syntax_error_932,logs/github-actions_syntax_error_932.txt,github-actions,syntax_error,932,2025-10-30T21:44:30.850493
gitlab-ci_dependency_error_594,logs/gitlab-ci_dependency_error_594.txt,gitlab-ci,dependency_error,594,2025-10-30T21:44:30.849792
gitlab-ci_timeout_631,logs/gitlab-ci_timeout_631.txt,gitlab-ci,timeout,631,2025-10-30T21:44:30.852118
gitlab-ci_dependency_error_689,logs/gitlab-ci_dependency_error_689.txt,gitlab-ci,dependency_error,689,2025-10-30T21:44:30.849970
gitlab-ci_dependency_error_235,logs/gitlab-ci_dependency_error_235.txt,gitlab-ci,dependency_error,235,2025-10-30T21:44:30.849729
jenkins_test_failure_794,logs/jenkins_test_failure_794.txt,jenkins,test_failure,794,2025-10-30T21:44:30.851159
github-actions_dependency_error_717,logs/github-actions_dependency_error_717.txt,github-actions,dependency_error,717,2025-10-30T21:44:30.850277
github-actions_dependency_error_415,logs/github-actions_dependency_error_415.txt,github-actions,dependency_error,415,2025-10-30T21:44:30.850165
gitlab-ci_test_failure_537,logs/gitlab-ci_test_failure_537.txt,gitlab-ci,test_failure,537,2025-10-30T21:44:30.851350
github-actions_syntax_error_630,logs/github-actions_syntax_error_630.txt,github-actions,syntax_error,630,2025-10-30T21:44:30.850875
gitlab-ci_syntax_error_721,logs/gitlab-ci_syntax_error_721.txt,gitlab-ci,syntax_error,721,2025-10-30T21:44:30.850739
gitlab-ci_test_failure_477,logs/gitlab-ci_test_failure_477.txt,gitlab-ci,test_failure,477,2025-10-30T21:44:30.851483
gitlab-ci_dependency_error_781,logs/gitlab-ci_dependency_error_781.txt,gitlab-ci,dependency_error,781,2025-10-30T21:44:30.849688
jenkins_syntax_error_448,logs/jenkins_syntax_error_448.txt,jenkins,syntax_error,448,2025-10-30T21:44:30.850812
jenkins_test_failure_775,logs/jenkins_test_failure_775.txt,jenkins,test_failure,775,2025-10-30T21:44:30.851427
gitlab-ci_timeout_30,logs/gitlab-ci_timeout_30.txt,gitlab-ci,timeout,30,2025-10-30T21:44:30.852004
gitlab-ci_syntax_error_818,logs/gitlab-ci_syntax_error_818.txt,gitlab-ci,syntax_error,818,2025-10-30T21:44:30.850583
github-actions_syntax_error_455,logs/github-actions_syntax_error_455.txt,github-actions,syntax_error,455,2025-10-30T21:44:30.850554
jenkins_dependency_error_217,logs/jenkins_dependency_error_217.txt,jenkins,dependency_error,217,2025-10-30T21:44:30.850061
gitlab-ci_syntax_error_112,logs/gitlab-ci_syntax_error_112.txt,gitlab-ci,syntax_error,112,2025-10-30T21:44:30.850606
github-actions_test_failure_998,logs/github-actions_test_failure_998.txt,github-actions,test_failure,998,2025-10-30T21:44:30.851102
gitlab-ci_test_failure_231,logs/gitlab-ci_test_failure_231.txt,gitlab-ci,test_failure,231,2025-10-30T21:44:30.851382
jenkins_timeout_300,logs/jenkins_timeout_300.txt,jenkins,timeout,300,2025-10-30T21:44:30.852083
jenkins_timeout_469,logs/jenkins_timeout_469.txt,jenkins,timeout,469,2025-10-30T21:44:30.851861
jenkins_environment_error_41,logs/jenkins_environment_error_41.txt,jenkins,environment_error,41,2025-10-30T21:44:30.852304
github-actions_permission_error_750,logs/github-actions_permission_error_750.txt,github-actions,permission_error,750,2025-10-30T21:44:30.852641
github-actions_syntax_error_106,logs/github-actions_syntax_error_106.txt,github-actions,syntax_error,106,2025-10-30T21:44:30.850886
github-actions_syntax_error_391,logs/github-actions_syntax_error_391.txt,github-actions,syntax_error,391,2025-10-30T21:44:30.850627
github-actions_syntax_error_45,logs/github-actions_syntax_error_45.txt,github-actions,syntax_error,45,2025-10-30T21:44:30.850389
gitlab-ci_dependency_error_566,logs/gitlab-ci_dependency_error_566.txt,gitlab-ci,dependency_error,566,2025-10-30T21:44:30.849872
jenkins_permission_error_829,logs/jenkins_permission_error_829.txt,jenkins,permission_error,829,2025-10-30T21:44:30.852527
github-actions_dependency_error_3,logs/github-actions_dependency_error_3.txt,github-actions,dependency_error,3,2025-10-30T21:44:30.849781
jenkins_dependency_error_565,logs/jenkins_dependency_error_565.txt,jenkins,dependency_error,565,2025-10-30T21:44:30.850338
jenkins_network_error_570,logs/jenkins_network_error_570.txt,jenkins,network_error,570,2025-10-30T21:44:30.852507
jenkins_environment_error_17,logs/jenkins_environment_error_17.txt,jenkins,environment_error,17,2025-10-30T21:44:30.852187
jenkins_timeout_663,logs/jenkins_timeout_663.txt,jenkins,timeout,663,2025-10-30T21:44:30.851934
jenkins_dependency_error_333,logs/jenkins_dependency_error_333.txt,jenkins,dependency_error,333,2025-10-30T21:44:30.849550
github-actions_timeout_780,logs/github-actions_timeout_780.txt,github-actions,timeout,780,2025-10-30T21:44:30.851819
github-actions_environment_error_978,logs/github-actions_environment_error_978.txt,github-actions,environment_error,978,2025-10-30T21:44:30.852297
gitlab-ci_syntax_error_695,logs/gitlab-ci_syntax_error_695.txt,gitlab-ci,syntax_error,695,2025-10-30T21:44:30.850907
gitlab-ci_test_failure_528,logs/gitlab-ci_test_failure_528.txt,gitlab-ci,test_failure,528,2025-10-30T21:44:30.851260
gitlab-ci_test_failure_378,logs/gitlab-ci_test_failure_378.txt,gitlab-ci,test_failure,378,2025-10-30T21:44:30.851338
jenkins_timeout_283,logs/jenkins_timeout_283.txt,jenkins,timeout,283,2025-10-30T21:44:30.851853
jenkins_environment_error_10,logs/jenkins_environment_error_10.txt,jenkins,environment_error,10,2025-10-30T21:44:30.852222
gitlab-ci_dependency_error_610,logs/gitlab-ci_dependency_error_610.txt,gitlab-ci,dependency_error,610,2025-10-30T21:44:30.849802
jenkins_syntax_error_498,logs/jenkins_syntax_error_498.txt,jenkins,syntax_error,498,2025-10-30T21:44:30.850708
jenkins_network_error_255,logs/jenkins_network_error_255.txt,jenkins,network_error,255,2025-10-30T21:44:30.852392
gitlab-ci_syntax_error_47,logs/gitlab-ci_syntax_error_47.txt,gitlab-ci,syntax_error,47,2025-10-30T21:44:30.850534
github-actions_timeout_426,logs/github-actions_timeout_426.txt,github-actions,timeout,426,2025-10-30T21:44:30.851961
github-actions_permission_error_842,logs/github-actions_permission_error_842.txt,github-actions,permission_error,842,2025-10-30T21:44:30.852536
github-actions_syntax_error_865,logs/github-actions_syntax_error_865.txt,github-actions,syntax_error,865,2025-10-30T21:44:30.850938
github-actions_timeout_105,logs/github-actions_timeout_105.txt,github-actions,timeout,105,2025-10-30T21:44:30.852102
gitlab-ci_test_failure_813,logs/gitlab-ci_test_failure_813.txt,gitlab-ci,test_failure,813,2025-10-30T21:44:30.851181
github-actions_syntax_error_703,logs/github-actions_syntax_error_703.txt,github-actions,syntax_error,703,2025-10-30T21:44:30.850617
jenkins_dependency_error_970,logs/jenkins_dependency_error_970.txt,jenkins,dependency_error,970,2025-10-30T21:44:30.849699
gitlab-ci_network_error_251,logs/gitlab-ci_network_error_251.txt,gitlab-ci,network_error,251,2025-10-30T21:44:30.852381
jenkins_dependency_error_726,logs/jenkins_dependency_error_726.txt,jenkins,dependency_error,726,2025-10-30T21:44:30.850195
jenkins_syntax_error_792,logs/jenkins_syntax_error_792.txt,jenkins,syntax_error,792,2025-10-30T21:44:30.850364
jenkins_permission_error_998,logs/jenkins_permission_error_998.txt,jenkins,permission_error,998,2025-10-30T21:44:30.852587
github-actions_permission_error_931,logs/github-actions_permission_error_931.txt,github-actions,permission_error,931,2025-10-30T21:44:30.852546
gitlab-ci_dependency_error_931,logs/gitlab-ci_dependency_error_931.txt,gitlab-ci,dependency_error,931,2025-10-30T21:44:30.850267
jenkins_test_failure_38,logs/jenkins_test_failure_38.txt,jenkins,test_failure,38,2025-10-30T21:44:30.851089
github-actions_test_failure_41,logs/github-actions_test_failure_41.txt,github-actions,test_failure,41,2025-10-30T21:44:30.851627
gitlab-ci_test_failure_773,logs/gitlab-ci_test_failure_773.txt,gitlab-ci,test_failure,773,2025-10-30T21:44:30.851605
github-actions_test_failure_630,logs/github-actions_test_failure_630.txt,github-actions,test_failure,630,2025-10-30T21:44:30.851125
gitlab-ci_test_failure_785,logs/gitlab-ci_test_failure_785.txt,gitlab-ci,test_failure,785,2025-10-30T21:44:30.851539
gitlab-ci_syntax_error_687,logs/gitlab-ci_syntax_error_687.txt,gitlab-ci,syntax_error,687,2025-10-30T21:44:30.850657
github-actions_dependency_error_230,logs/github-actions_dependency_error_230.txt,github-actions,dependency_error,230,2025-10-30T21:44:30.850070
jenkins_dependency_error_870,logs/jenkins_dependency_error_870.txt,jenkins,dependency_error,870,2025-10-30T21:44:30.850110
github-actions_syntax_error_262,logs/github-actions_syntax_error_262.txt,github-actions,syntax_error,262,2025-10-30T21:44:30.850451
gitlab-ci_dependency_error_292,logs/gitlab-ci_dependency_error_292.txt,gitlab-ci,dependency_error,292,2025-10-30T21:44:30.849834
gitlab-ci_dependency_error_170,logs/gitlab-ci_dependency_error_170.txt,gitlab-ci,dependency_error,170,2025-10-30T21:44:30.849710
jenkins_dependency_error_52,logs/jenkins_dependency_error_52.txt,jenkins,dependency_error,52,2025-10-30T21:44:30.849990
jenkins_syntax_error_783,logs/jenkins_syntax_error_783.txt,jenkins,syntax_error,783,2025-10-30T21:44:30.850729
gitlab-ci_test_failure_510,logs/gitlab-ci_test_failure_510.txt,gitlab-ci,test_failure,510,2025-10-30T21:44:30.851280
